"","X","site_id","county","date","year","site_name","transect_num","meadow_width_m","emergent_width_m","submergent_width_m","point_num","gps_lon","gps_lat","water_depth_cm","bottom_vis","substrate_type","org_depth_cm","unvegetated_pcnt","total_cover_pcnt","standing_dead_pcnt","detritus_pcnt","variable","Hydrocharis.morsus.ranae","Phragmites.australis","Phragmites.australis..native.","Typha.angustifolia","Typha.glauca","Typha.glauca..hybrid.","Typha.latifolia","Typha.sp.","typha_combined","hyd_bin","typh_bin","UTM","UTM_X","UTM_Y"
"1404",1625,1497,"Delta","8/1/2016",2016,"Whitefish River Wetland #3",1,30,374,136,9,-86.940113,45.912386,78,"NV","Sand",47,80,20,15,5,"percent_cover",0,0,0,20,0,0,0,0,0,0,0,"16N",504644.502598679,5084314.79423595
"1405",1626,1497,"Delta","8/1/2016",2016,"Whitefish River Wetland #3",1,30,374,136,10,-86.940591,45.912006,91,"NV","Sand",34,85,15,15,5,"percent_cover",0,0,0,13,0,0,0,0,0,0,0,"16N",504607.463021966,5084272.54656178
"1406",1627,1497,"Delta","8/1/2016",2016,"Whitefish River Wetland #3",2,21,33,23,5,-86.943849,45.910033,64,"NV","Sand",30,65,35,5,50,"percent_cover",0,0,0,5,0,0,0,0,0,0,0,"16N",504354.943246944,5084053.15314004
"1407",1628,1497,"Delta","8/1/2016",2016,"Whitefish River Wetland #3",2,21,33,23,6,-86.943904,45.909977,60,"NV","Sand",11,65,35,10,5,"percent_cover",0,0,0,20,0,0,0,0,0,0,0,"16N",504350.681947947,5084046.92825338
"1408",1629,1497,"Delta","8/1/2016",2016,"Whitefish River Wetland #3",2,21,33,23,7,-86.943971,45.909946,71,"NV","Cly/Snd",15,60,40,5,3,"percent_cover",0,0,0,20,0,0,0,0,0,0,0,"16N",504345.487995011,5084043.48034339
"1409",1630,1497,"Delta","8/1/2016",2016,"Whitefish River Wetland #3",2,21,33,23,8,-86.944034,45.909921,80,"NV","Sand",16,75,25,2,5,"percent_cover",0,0,0,10,0,0,0,0,0,0,0,"16N",504340.603800108,5084040.69928602
"1410",1631,1497,"Delta","8/1/2016",2016,"Whitefish River Wetland #3",2,21,33,23,9,-86.94408,45.909913,85,"NV","Sand",24,60,40,1,7,"percent_cover",0,0,0,5,0,0,0,0,0,0,0,"16N",504337.036761161,5084039.80794328
"1411",1632,1497,"Delta","8/1/2016",2016,"Whitefish River Wetland #3",2,21,33,23,10,-86.944153,45.909876,99,"NV","Sand",7,80,20,1,25,"percent_cover",0,0,0,1,0,0,0,0,0,0,0,"16N",504331.377913802,5084035.69308842
"1412",1633,1497,"Delta","8/1/2016",2016,"Whitefish River Wetland #3",3,40,95,157,7,-86.946916,45.909933,88,"NV","Wood",0,70,30,1,15,"percent_cover",0,0,0,10,0,0,0,0,0,0,0,"16N",504117.081131077,5084041.87976712
"1413",1634,1497,"Delta","8/1/2016",2016,"Whitefish River Wetland #3",3,40,95,157,8,-86.947046,45.909832,76,"NV","Cly/Snd",22,70,30,5,20,"percent_cover",0,0,0,25,0,0,0,0,0,0,0,"16N",504107.006059243,5084030.65145116
"1414",1635,1497,"Delta","8/1/2016",2016,"Whitefish River Wetland #3",3,40,95,157,9,-86.947192,45.909723,83,"V","Wood",20,94,6,1,10,"percent_cover",0,0,0,3,0,0,0,0,0,0,0,"16N",504095.690609062,5084018.53348949
"1415",1636,1497,"Delta","8/1/2016",2016,"Whitefish River Wetland #3",3,40,95,157,10,-86.947381,45.909651,87,"V","Sand",15,55,45,1,10,"percent_cover",0,0,0,0,5,0,0,0,5,0,1,"16N",504081.03739612,5084010.52423644
"1416",1637,1513,"Delta","8/15/2015",2015,"Ogontz Bay Wetland #2",1,99,211,0,4,-86.78729,45.83452,27,"V","Sand",14,55,45,3,5,"percent_cover",0,0,3,0,0,0,0,0,0,0,0,"16N",516519.65764684,5075683.79326634
"1417",1638,1513,"Delta","8/15/2015",2015,"Ogontz Bay Wetland #2",2,108,66,0,4,-86.775356,45.860956,40,"NV","Sand",7,25,75,4,10,"percent_cover",0,0,10,0,0,0,0,0,0,0,0,"16N",517438.222984327,5078623.47239206
"1418",1639,1513,"Delta","8/15/2015",2015,"Ogontz Bay Wetland #2",3,107,174,0,3,-86.783951,45.855046,10,"V","Sand",30,40,60,5,45,"percent_cover",0,0,0,0,2,0,0,0,2,0,1,"16N",516772.804117108,5077965.00596366
"1419",1640,1513,"Delta","8/15/2015",2015,"Ogontz Bay Wetland #2",3,107,174,0,5,-86.783566,45.855068,37,"V","Cly/Snd",35,50,50,1,90,"percent_cover",0,0,5,0,0,0,0,0,0,0,0,"16N",516802.686677339,5077967.53119917
"1420",1641,1514,"Delta","8/7/2012",2012,"Ogontz Bay Wetland #3",1,78,0,54,1,-86.77109208,45.86419995,0,"Dry","Or/Sa",5,45,55,1,35,"percent_cover",0,5,0,0,0,0,0,0,0,0,0,"16N",517768.180732038,5078984.82886703
"1421",1642,1514,"Delta","8/7/2012",2012,"Ogontz Bay Wetland #3",1,78,0,54,5,-86.77066125,45.86340719,0,"Dry","Sand",5,65,35,2,15,"percent_cover",0,0,0,10,0,0,0,0,0,0,0,"16N",517801.875431822,5078896.84590173
"1422",1643,1514,"Delta","8/7/2012",2012,"Ogontz Bay Wetland #3",2,66,0,42,5,-86.75661896,45.86699129,0,"Dry","Or/Sa",5,50,50,3,70,"percent_cover",0,10,0,0,0,0,0,0,0,0,0,"16N",518890.660628664,5079298.28154772
"1423",1644,1514,"Delta","8/7/2012",2012,"Ogontz Bay Wetland #3",3,72,0,54,3,-86.7604277,45.86673422,0,"Dry","Or/Sa",15,0,100,2,40,"percent_cover",0,60,0,0,0,0,0,0,0,0,0,"16N",518595.121003698,5079268.8257414
"1424",1645,1516,"Delta","7/21/2013",2013,"Upper Big Bay De Noc Wetland",1,174,47,42,1,-86.58433,45.895184,0,"Dry","Sand",48,26,74,2,70,"percent_cover",0,0,0,1,0,0,0,0,0,0,0,"16N",532247.002707213,5082485.81816273
"1425",1646,1516,"Delta","7/21/2013",2013,"Upper Big Bay De Noc Wetland",1,174,47,42,2,-86.584235,45.89491,0,"Dry","Sand",26,50,50,5,90,"percent_cover",0,0,0,2,0,0,0,0,0,0,0,"16N",532254.53127713,5082455.4138674
"1426",1647,1516,"Delta","7/21/2013",2013,"Upper Big Bay De Noc Wetland",1,174,47,42,3,-86.584082,45.894662,0,"Dry","Sand",73,45,55,20,85,"percent_cover",0,2,0,3,0,0,0,0,0,0,0,"16N",532266.544448649,5082427.92175779
"1427",1648,1516,"Delta","7/21/2013",2013,"Upper Big Bay De Noc Wetland",3,119,8,0,10,-86.568579,45.899093,9.5,"V","Sand",0,90,10,0,10,"percent_cover",0,5,0,0,0,0,0,0,0,0,0,"16N",533466.590640825,5082926.61298748
"1428",1649,1516,"Delta","7/15/2018",2018,"Upper Big Bay De Noc Wetland",1,105,270,0,1,-86.584938,45.896502,47,"NV","Sand",25,40,60,10,30,"percent_cover",0,0,0,0,0,20,0,0,20,0,1,"16N",532199.073323692,5082632.0086647
"1429",1650,1516,"Delta","7/15/2018",2018,"Upper Big Bay De Noc Wetland",1,105,270,0,2,-86.584852,45.896362,47,"NV","Sand",60,60,40,10,30,"percent_cover",0,0,0,0,0,5,0,0,5,0,1,"16N",532205.825835105,5082616.48870925
"1430",1651,1516,"Delta","7/15/2018",2018,"Upper Big Bay De Noc Wetland",1,105,270,0,3,-86.584718,45.896216,55,"NV","Sand",46,70,30,2,50,"percent_cover",0,0,0,0,0,3,0,0,3,0,1,"16N",532216.305540136,5082600.32151273
"1431",1652,1516,"Delta","7/15/2018",2018,"Upper Big Bay De Noc Wetland",1,105,270,0,4,-86.584612,45.896069,62,"NV","Sand",45,50,50,3,50,"percent_cover",0,0,0,0,0,10,0,0,10,0,1,"16N",532224.613719061,5082584.03192055
"1432",1653,1516,"Delta","7/15/2018",2018,"Upper Big Bay De Noc Wetland",1,105,270,0,5,-86.584495,45.89592,52,"NV","Sand",30,50,50,2,20,"percent_cover",0,0,0,0,0,10,0,0,10,0,1,"16N",532233.776448696,5082567.52457404
"1433",1654,1516,"Delta","7/15/2018",2018,"Upper Big Bay De Noc Wetland",1,105,270,0,6,-86.584165,45.895478,68,"NV","Sand",17,40,60,15,10,"percent_cover",0,0,0,0,0,60,0,0,60,0,1,"16N",532259.632895832,5082518.54965001
"1434",1655,1516,"Delta","7/15/2018",2018,"Upper Big Bay De Noc Wetland",1,105,270,0,7,-86.583785,45.894942,85,"NV","Sand",15,30,70,7,20,"percent_cover",0,0,0,0,0,70,0,0,70,0,1,"16N",532289.423152954,5082459.15122473
"1435",1656,1516,"Delta","7/15/2018",2018,"Upper Big Bay De Noc Wetland",2,75,250,0,5,-86.574769,45.900961,46,"NV","Sand",17,50,50,3,80,"percent_cover",0,2,0,0,0,0,0,0,0,0,0,"16N",532985.308306573,5083131.578948
"1436",1657,1516,"Delta","7/15/2018",2018,"Upper Big Bay De Noc Wetland",2,75,250,0,7,-86.574046,45.900374,76,"V","Sand",2,60,40,10,30,"percent_cover",0,0,0,0,0,30,0,0,30,0,1,"16N",533041.739820017,5083066.65958689
"1437",1658,1516,"Delta","7/15/2018",2018,"Upper Big Bay De Noc Wetland",3,26,90,0,7,-86.567626,45.899579,38,"V","Sand",3,75,25,0,0,"percent_cover",0,3,0,0,0,0,0,0,0,0,0,"16N",533540.22497624,5082981.01010652
"1438",1659,1519,"Delta","7/18/2011",2011,"Garden Bay Wetland",3,90,35,15,2,-86.5574828,45.77410681,0,"V","Sand",15,57,43,1,30,"percent_cover",0,0,0,2,0,0,0,0,0,0,0,"16N",534404.292855449,5069044.914692
"1439",1660,1519,"Delta","7/18/2011",2011,"Garden Bay Wetland",3,90,35,15,3,-86.55765798,45.77407639,0,"V","Sand",10,41,59,2,45,"percent_cover",0,0,0,5,0,0,0,0,0,0,0,"16N",534390.69187749,5069041.45959292
"1440",1661,1519,"Delta","7/18/2011",2011,"Garden Bay Wetland",3,90,35,15,5,-86.55804992,45.77402961,0,"V","Sand",10,63,37,1,40,"percent_cover",0,0,0,3,0,0,0,0,0,0,0,"16N",534360.248527237,5069036.09371368
"1441",1662,1519,"Delta","7/18/2011",2011,"Garden Bay Wetland",3,90,35,15,6,-86.55823424,45.77404571,12,"V","Sand",10,0,100,1,10,"percent_cover",0,0,0,2,0,0,0,0,0,0,0,"16N",534345.908342642,5069037.80326675
"1442",1663,1519,"Delta","8/2/2016",2016,"Garden Bay Wetland",2,84,19,0,1,-86.558406,45.775532,42,"NV","Sand",31,50,50,5,30,"percent_cover",0,0,0,0,5,0,0,0,5,0,1,"16N",534331.64250304,5069202.85984786
"1443",1664,1519,"Delta","8/2/2016",2016,"Garden Bay Wetland",2,84,19,0,2,-86.558481,45.775472,38,"NV","Sand",41,45,55,5,60,"percent_cover",0,0,0,0,5,0,0,0,5,0,1,"16N",534325.848457507,5069196.16150201
"1444",1665,1519,"Delta","8/2/2016",2016,"Garden Bay Wetland",2,84,19,0,3,-86.558553,45.775385,32,"NV","Sand",58,20,80,5,70,"percent_cover",0,0,0,1,1,0,0,0,1,0,1,"16N",534320.304197105,5069186.46468502
"1445",1666,1519,"Delta","8/2/2016",2016,"Garden Bay Wetland",2,84,19,0,4,-86.558644,45.775311,47,"NV","Cly/Slt",61,70,30,10,55,"percent_cover",0,0,0,5,0,0,0,0,0,0,0,"16N",534313.274789298,5069178.20404978
"1446",1667,1519,"Delta","8/2/2016",2016,"Garden Bay Wetland",2,84,19,0,5,-86.558719,45.775183,54,"NV","Cly/Slt",34,70,30,1,70,"percent_cover",0,0,0,5,0,0,0,0,0,0,0,"16N",534307.522398794,5069163.95075942
"1447",1668,1519,"Delta","8/2/2016",2016,"Garden Bay Wetland",3,48,108,0,1,-86.557094,45.774346,28,"NV","Sand",17,45,55,5,70,"percent_cover",0,0,0,0,7,0,0,0,7,0,1,"16N",534434.373582466,5069071.65664107
"1448",1669,1519,"Delta","8/2/2016",2016,"Garden Bay Wetland",3,48,108,0,2,-86.557253,45.77431,29,"NV","Sand",29,30,70,30,65,"percent_cover",0,0,0,0,7,0,0,0,7,0,1,"16N",534422.034050043,5069067.5884902
"1449",1670,1519,"Delta","8/2/2016",2016,"Garden Bay Wetland",3,48,108,0,3,-86.557374,45.774326,31,"NV","Sand",23,35,65,5,90,"percent_cover",0,0,0,0,10,0,0,0,10,0,1,"16N",534412.61688604,5069069.31404171
"1450",1671,1519,"Delta","8/2/2016",2016,"Garden Bay Wetland",3,48,108,0,5,-86.557599,45.774333,51,"NV","Sand",19,70,30,2,60,"percent_cover",0,0,0,0,5,0,0,0,5,0,1,"16N",534395.11963187,5069069.99494134
"1451",1672,1519,"Delta","8/2/2016",2016,"Garden Bay Wetland",3,48,108,0,6,-86.557819,45.774302,53,"NV","Sand",15,40,60,10,70,"percent_cover",0,0,5,0,7,0,0,0,7,0,1,"16N",534378.034463228,5069066.45615014
"1452",1673,1519,"Delta","8/2/2016",2016,"Garden Bay Wetland",3,48,108,0,7,-86.557999,45.774298,58,"NV","Sand",19,50,50,5,30,"percent_cover",0,0,10,0,3,0,0,0,3,0,1,"16N",534364.04255328,5069065.93436108
"1453",1674,1519,"Delta","8/2/2016",2016,"Garden Bay Wetland",3,48,108,0,8,-86.558194,45.774287,82,"NV","Sand",21,70,30,5,20,"percent_cover",0,0,0,20,0,0,0,0,0,0,0,"16N",534348.88874141,5069064.62844272
"1454",1675,1525,"Delta","6/25/2013",2013,"Portage Bay Wetland #2",2,11,145,35,1,-86.531121,45.747934,0,"Dry","Sand",0,6,45,0,75,"percent_cover",0,0,1,0,0,0,0,0,0,0,0,"16N",536470.886078178,5066148.74200438
"1455",1676,1525,"Delta","6/25/2013",2013,"Portage Bay Wetland #2",2,11,145,35,2,-86.531136,45.747914,0,"Dry","Sand",0,15,25,4,75,"percent_cover",0,0,1,0,0,0,0,0,0,0,0,"16N",536469.732356201,5066146.51312842
"1456",1677,1525,"Delta","6/25/2013",2013,"Portage Bay Wetland #2",2,11,145,35,3,-86.531117,45.747896,0,"Dry","Sand",0,12,40,3,85,"percent_cover",0,0,1,0,0,0,0,0,0,0,0,"16N",536471.221958446,5066144.52195813
"1457",1678,1525,"Delta","6/25/2013",2013,"Portage Bay Wetland #2",2,11,145,35,4,-86.531105,45.747896,0,"Dry","Sand",0,8,35,10,80,"percent_cover",0,0,1,0,0,0,0,0,0,0,0,"16N",536472.155356382,5066144.5274296
"1458",1681,1546,"Mackinac","9/6/2017",2017,"Benchmark: Hughes Point Area Wetland",1,25,11,25,5,-85.82591,45.975961,0,"Dry","Sand",22,95,5,0,100,"percent_cover",0,0,1,0,0,0,0,0,0,0,0,"16N",590951.660439665,5092046.7121172
"1459",1682,1546,"Mackinac","9/6/2017",2017,"Benchmark: Hughes Point Area Wetland",1,25,11,25,6,-85.825788,45.975975,1,"V","Sand",5,95,5,1,30,"percent_cover",0,0,1,0,0,0,0,0,0,0,0,"16N",590961.088282526,5092048.40687561
"1460",1683,1546,"Mackinac","9/6/2017",2017,"Benchmark: Hughes Point Area Wetland",1,25,11,25,7,-85.825856,45.975924,0,"Dry","Sand",13,79,21,1,27,"percent_cover",0,0,3,0,0,0,0,0,0,0,0,"16N",590955.904150035,5092042.66285554
"1461",1684,1546,"Mackinac","9/6/2017",2017,"Benchmark: Hughes Point Area Wetland",1,25,11,25,8,-85.825868,45.975868,0,"Dry","Sand",16,82,18,1,27,"percent_cover",0,0,1,0,0,0,1,0,0,0,0,"16N",590955.066258884,5092036.42724096
"1462",1685,1546,"Mackinac","9/6/2017",2017,"Benchmark: Hughes Point Area Wetland",1,25,11,25,9,-85.825913,45.97583,0,"Dry","Sand",15,94,6,1,40,"percent_cover",0,0,0,0,0,0,1,0,0,0,0,"16N",590951.642532059,5092032.15385535
"1463",1686,1546,"Mackinac","9/6/2017",2017,"Benchmark: Hughes Point Area Wetland",2,91,87,35,3,-85.832601,45.972048,15,"NV","Cly/Slt",9,33,67,2,95,"percent_cover",0,0,1,0,0,0,0,0,0,0,0,"16N",590439.710138839,5091604.33938368
"1464",1687,1546,"Mackinac","9/6/2018",2018,"Benchmark: Hughes Point Area Wetland",1,9,11,15,3,-85.825886,45.976043,0,"Dry","Sand",20,10,90,0.5,30,"percent_cover",0,0,1,0,0,0,0,0,0,0,0,"16N",590953.385343893,5092055.85017689
"1465",1688,1546,"Mackinac","9/6/2018",2018,"Benchmark: Hughes Point Area Wetland",1,9,11,15,4,-85.825957,45.975952,0,"Dry","Sand",20,15,85,0.5,40,"percent_cover",0,0,3,0,0,0,0,0,0,0,0,"16N",590948.03430542,5092045.65851351
"1466",1689,1546,"Mackinac","9/6/2018",2018,"Benchmark: Hughes Point Area Wetland",1,9,11,15,5,-85.825991,45.975938,0,"Dry","Sand",10,66,34,0,95,"percent_cover",0,0,3,0,0,0,0,0,0,0,0,"16N",590945.423405382,5092044.06422322
"1467",1690,1546,"Mackinac","9/6/2018",2018,"Benchmark: Hughes Point Area Wetland",1,9,11,15,7,-85.825814,45.975964,1,"NV","Sand",10,80,20,0,95,"percent_cover",0,0,0,0,0,0,7,0,0,0,0,"16N",590959.092197003,5092047.15502995
"1468",1691,1546,"Mackinac","9/6/2018",2018,"Benchmark: Hughes Point Area Wetland",1,9,11,15,10,-85.825745,45.975922,18,"V","Sand",2,98,2,3,80,"percent_cover",0,0,0.5,0,0,0,0,0,0,0,0,"16N",590964.506080205,5092042.56737115
"1469",1692,1563,"Mackinac","7/5/2014",2014,"Millecoquins Point Wetland",1,26,25,0,2,-85.447464,46.089901,1,"NV","Sand",5,20,80,6,8,"percent_cover",0,0,0,0,0,4,0,0,4,0,1,"16N",620021.071655193,5105207.81758585
"1470",1693,1563,"Mackinac","7/5/2014",2014,"Millecoquins Point Wetland",1,26,25,0,4,-85.44735,46.089978,0,"NV","Sand",5,30,70,15,5,"percent_cover",0,0,0,5,0,0,0,0,0,0,0,"16N",620029.717449577,5105216.54492161
"1471",1694,1563,"Mackinac","7/5/2014",2014,"Millecoquins Point Wetland",1,26,25,0,5,-85.447325,46.090008,2,"Dry","Sand",5,30,70,15,3,"percent_cover",0,0,0,0,0,4,0,0,4,0,1,"16N",620031.585000361,5105219.91587539
"1472",1695,1563,"Mackinac","7/5/2014",2014,"Millecoquins Point Wetland",1,26,25,0,6,-85.447287,46.090051,10,"NV","Sand",5,30,70,10,5,"percent_cover",0,0,0,10,0,3,0,0,3,0,1,"16N",620034.42931482,5105224.75084782
"1473",1696,1563,"Mackinac","7/5/2014",2014,"Millecoquins Point Wetland",1,26,25,0,7,-85.447251,46.090084,12,"NV","Sand",5,40,60,20,6,"percent_cover",0,0,0,10,0,6,0,0,6,0,1,"16N",620037.140711643,5105228.47173108
"1474",1697,1563,"Mackinac","7/5/2014",2014,"Millecoquins Point Wetland",1,26,25,0,8,-85.447205,46.090136,15,"NV","Sand",5,60,40,50,10,"percent_cover",0,0,0,1,0,7,0,0,7,0,1,"16N",620040.583932334,5105234.31874825
"1475",1698,1563,"Mackinac","7/5/2014",2014,"Millecoquins Point Wetland",1,26,25,0,9,-85.447178,46.090181,14,"NV","Sand",5,60,40,30,20,"percent_cover",0,0,0,10,0,0,0,0,0,0,0,"16N",620042.573533549,5105239.35933199
"1476",1699,1563,"Mackinac","7/5/2014",2014,"Millecoquins Point Wetland",1,26,25,0,10,-85.447137,46.090247,16,"NV","Sand",5,70,30,40,10,"percent_cover",0,0,0,6,0,0,0,0,0,0,0,"16N",620045.59983645,5105246.7543032
"1477",1700,1563,"Mackinac","7/5/2014",2014,"Millecoquins Point Wetland",2,30,30,0,3,-85.447649,46.08928,3,"NV","Sand",15,20,80,10,5,"percent_cover",0,0,0,5,0,0,0,0,0,0,0,"16N",620008.11717672,5105138.54083078
"1478",1701,1563,"Mackinac","7/5/2014",2014,"Millecoquins Point Wetland",2,30,30,0,5,-85.447605,46.089358,1,"NV","Sand",20,80,20,10,5,"percent_cover",0,0,0,2,0,0,0,0,0,0,0,"16N",620011.34946524,5105147.2735956
"1479",1702,1563,"Mackinac","7/5/2014",2014,"Millecoquins Point Wetland",2,30,30,0,7,-85.447468,46.089458,10,"NV","Sand",15,40,60,14,3,"percent_cover",0,0,0,0,0,5,0,0,5,0,1,"16N",620021.723512742,5105158.59109647
"1480",1703,1563,"Mackinac","7/5/2014",2014,"Millecoquins Point Wetland",2,30,30,0,8,-85.447449,46.089492,13,"NV","Sand",20,60,40,25,20,"percent_cover",0,0,0,5,0,0,0,0,0,0,0,"16N",620023.118571127,5105162.39741855
"1481",1704,1563,"Mackinac","7/5/2014",2014,"Millecoquins Point Wetland",2,30,30,0,9,-85.447411,46.089532,18,"NV","Sand",20,30,70,25,10,"percent_cover",0,0,0,9,0,4,0,0,4,0,1,"16N",620025.969429944,5105166.89906471
"1482",1705,1563,"Mackinac","7/5/2014",2014,"Millecoquins Point Wetland",2,30,30,0,10,-85.447357,46.089574,16,"NV","Sand",20,60,40,30,10,"percent_cover",0,0,0,10,0,0,0,0,0,0,0,"16N",620030.052844888,5105171.64707983
"1483",1706,1563,"Mackinac","7/5/2014",2014,"Millecoquins Point Wetland",3,30,30,0,3,-85.447545,46.088449,0,"Dry","Sand",5,80,20,5,2,"percent_cover",0,0,1,0,0,0,0,0,0,0,0,"16N",620017.959792647,5105046.36780442
"1484",1707,1563,"Mackinac","7/5/2014",2014,"Millecoquins Point Wetland",3,30,30,0,4,-85.447537,46.088465,0,"Dry","Sand",10,70,30,15,5,"percent_cover",0,0,1,0,0,0,0,0,0,0,0,"16N",620018.543545608,5105048.1575932
"1485",1708,1563,"Mackinac","7/5/2014",2014,"Millecoquins Point Wetland",3,30,30,0,5,-85.447543,46.088528,5,"V","Sand",5,20,80,15,5,"percent_cover",0,0,1,0,0,0,0,0,0,0,0,"16N",620017.943030899,5105055.14828355
"1486",1709,1563,"Mackinac","7/5/2014",2014,"Millecoquins Point Wetland",3,30,30,0,6,-85.447536,46.088564,7,"NV","Sand",10,70,30,5,0,"percent_cover",0,0,0,3,0,0,0,0,0,0,0,"16N",620018.4060883,5105059.15870481
"1487",1710,1563,"Mackinac","7/5/2014",2014,"Millecoquins Point Wetland",3,30,30,0,10,-85.44753,46.088759,10,"NV","Sand",5,70,30,5,4,"percent_cover",0,0,0,5,0,0,0,0,0,0,0,"16N",620018.446909314,5105080.83364498
"1488",1713,1578,"Mackinac","6/26/2018",2018,"Hog Island Point Wetland #2",3,16,50,25,3,-85.282799,46.073108,31,"NV","Sand",31,35,65,3,80,"percent_cover",0,0,1,0,0,0,0,0,0,0,0,"16N",632790.900397086,5103603.75144874
"1489",1714,1585,"Mackinac","6/24/2013",2013,"Point Epoufette Wetland",1,100,25,221,10,-85.196944,46.050288,3,"V","Pbl/Cbl",0.5,80,20,1,20,"percent_cover",0,0,0,1,0,0,0,0,0,0,0,"16N",639487.451223951,5101215.24875289
"1490",1715,1585,"Mackinac","6/24/2013",2013,"Point Epoufette Wetland",2,270,50,140,1,-85.192234,46.051471,0,"Dry","Sand",12,0,100,3,95,"percent_cover",0,0,2,0,0,0,0,0,0,0,0,"16N",639848.833782449,5101354.95580849
"1491",1716,1585,"Mackinac","6/24/2013",2013,"Point Epoufette Wetland",2,270,50,140,5,-85.193899,46.050026,0,"Dry","Sand",2,15,30,10,90,"percent_cover",0,0,1,0,0,0,0,0,0,0,0,"16N",639723.675647233,5101191.48228478
"1492",1717,1585,"Mackinac","7/17/2018",2018,"Point Epoufette Wetland",2,242,55,40,5,-85.193503,46.050286,50,"V","Sand",7,83.5,16.5,0,22,"percent_cover",0,0,2,0,0,0,0,0,0,0,0,"16N",639753.654710053,5101221.06536704
"1493",1718,1585,"Mackinac","7/17/2018",2018,"Point Epoufette Wetland",2,242,55,40,12,-85.194387,46.049507,95,"V","Sand",60,91.5,8.5,0,2.5,"percent_cover",0,0,1.5,0,0,0,0,0,0,0,0,"16N",639687.232135982,5101132.9613977
"1494",1719,1586,"Mackinac","7/29/2011",2011,"Epoufette Bay Wetland #1",1,87,168,75,4,-85.192368,46.055535,0,"Dry","Sand",15,0,100,12,75,"percent_cover",0,2,0,0,0,0,0,0,0,0,0,"16N",639828.207632549,5101806.25481106
"1495",1720,1586,"Mackinac","7/29/2011",2011,"Epoufette Bay Wetland #1",1,87,168,75,8,-85.190989,46.055633,0,"Dry","Sand",1,0,40,6,75,"percent_cover",0,1,0,0,0,0,0,0,0,0,0,"16N",639934.630417756,5101819.56803076
"1496",1721,1586,"Mackinac","7/18/2012",2012,"Epoufette Bay Wetland #1",1,124,197,35,5,-85.192146,46.05548,0,"Dry","Sand",0,2,93,1,5,"percent_cover",0,0.5,0,0,0,0,0,0,0,0,0,"16N",639845.518972121,5101800.53422226
"1497",1722,1586,"Mackinac","8/4/2012",2012,"Epoufette Bay Wetland #1",2,67,65,40,8,-85.1883,46.059014,0,"Dry","Sand",0,0,45,3,100,"percent_cover",0,1,0,0,0,0,0,0,0,0,0,"16N",640134.077950174,5102199.95107744
"1498",1723,1586,"Mackinac","7/21/2016",2016,"Epoufette Bay Wetland #1",1,94,181,25,1,-85.192573,46.054954,0,"Dry","Sand",40,55,45,2,60,"percent_cover",0,0,1,0,0,0,0,0,0,0,0,"16N",639813.816854064,5101741.34192661
"1499",1724,1586,"Mackinac","7/21/2016",2016,"Epoufette Bay Wetland #1",1,94,181,25,5,-85.191783,46.055118,25,"V","Sand",20,54,46,1,20,"percent_cover",0,0,5,0,0,0,0,0,0,0,0,"16N",639874.51253298,5101760.95205864
"1500",1725,1586,"Mackinac","9/8/2017",2017,"Epoufette Bay Wetland #1",2,125,16,25,1,-85.189437,46.059484,1,"V","Cly/Slt",32,18,82,7,100,"percent_cover",0,0,0,0,0,0,1,0,0,0,0,"16N",640044.944011969,5102250.1685134
"1501",1726,1586,"Mackinac","7/17/2018",2018,"Epoufette Bay Wetland #1",2,72,93,65,1,-85.189553,46.060068,0,"Dry","Cly/Snd",47,2,98,3,100,"percent_cover",0,0,3,0,0,0,0,0,0,0,0,"16N",640034.49482463,5102314.85022446
"1502",1727,1592,"Mackinac","7/7/2016",2016,"Pointe Aux Chenes Marshes",1,164,25,25,6,-84.871055,45.915871,90,"V","Sand",10,87.5,12.5,0,5,"percent_cover",0,0,2,0,0,0,0,0,0,0,0,"16N",665097.636014202,5086904.03594003
"1503",1728,1598,"Mackinac","7/21/2011",2011,"Point St. Ignace Wetland",1,138,152,78,1,-84.741603,45.847764,1,"V","Cly/Slt",0,0,27,6,100,"percent_cover",0,0,0,0,0,6,0,0,6,0,1,"16N",675350.590394714,5079613.43424265
"1504",1729,1598,"Mackinac","7/21/2011",2011,"Point St. Ignace Wetland",1,138,152,78,2,-84.741478,45.847546,5,"V","Cly/Slt",0,0,23,5,100,"percent_cover",0,0,0,0,0,4,0,0,4,0,1,"16N",675360.981092001,5079589.4887575
"1505",1730,1598,"Mackinac","7/21/2011",2011,"Point St. Ignace Wetland",1,138,152,78,3,-84.741367,45.847364,1,"V","Cly/Slt",0,0,16,5,100,"percent_cover",0,0,0,3,0,0,0,0,0,0,0,"16N",675370.171672589,5079569.51217912
"1506",1731,1598,"Mackinac","7/21/2011",2011,"Point St. Ignace Wetland",1,138,152,78,4,-84.741236,45.847177,4,"V","Cly/Slt",0,1,50,7,90,"percent_cover",0,0,0,3,0,0,0,0,0,0,0,"16N",675380.930898424,5079549.02405233
"1507",1732,1598,"Mackinac","7/21/2011",2011,"Point St. Ignace Wetland",1,138,152,78,5,-84.741128,45.846991,2,"V","Cly/Slt",0,0,35.5,2,90,"percent_cover",0,0,0,1,0,0,0,0,0,0,0,"16N",675389.901239793,5079528.59650347
