"","�..OID_","sit_d","trns_","date","crw_n","year","pnt_n","crd_q","wtr__","bttm_","sbst_","org__","unvg_","ttl__","stn__","dtrt_","varbl","Hyd__","Phrgmts_st","Phrgmts__1","Typh_n","Typh_g","Typh_l","Typ__","typh_","st_nm","conty","crw_c","obsrv","qa_dn","qr_fl","berng","wdth_md","wdth_mr","wdth_s","cmmnt","NEAR_FID","NEAR_DIST","MeanFetch","SD_Fetch","MeanREI","SD_REI","UTM_X","UTM_Y","EFB_cover","typ_cover","hyd_bin","folds"
"2387",2386,523,3,"6/5/2012","CMU",2012,2,"Good",0.5,"V","Cly/Slt",0,97,3,20,100,"percent_cover",0,1,0,0,0,0,0,0,"BENCHMARK:Nayanguing Point Wildlife Area Wetland #3","Bay","C. Webster, C. Gurholt","C. Webster, C. Gurholt",1,0,209,20,24,50,"T3: Phragmites killed by spraying, most standing dead is Phragmites. T1: transect alongside inlet. Also has Phragmites.  All Phragmites invasive.",315,485.0897342,4221.128906,756.8510132,22864.59961,4192.069824,747626.5504,4860589.613,0,0,0,3
"2388",2387,523,3,"6/5/2012","CMU",2012,4,"Good",0,"Dry","Sand",0,62,38,5,100,"percent_cover",0,2,0,0,0,0,0,0,"BENCHMARK:Nayanguing Point Wildlife Area Wetland #3","Bay","C. Webster, C. Gurholt","C. Webster, C. Gurholt",1,0,209,20,24,50,"T3: Phragmites killed by spraying, most standing dead is Phragmites. T1: transect alongside inlet. Also has Phragmites.  All Phragmites invasive.",315,494.9715509,0,0,0,0,747630.8158,4860599.525,0,0,0,3
"2389",2388,523,3,"6/5/2012","CMU",2012,5,"Good",0,"Dry","Sand",0,48,52,1,100,"percent_cover",0,3,0,0,0,0,0,0,"BENCHMARK:Nayanguing Point Wildlife Area Wetland #3","Bay","C. Webster, C. Gurholt","C. Webster, C. Gurholt",1,0,209,20,24,50,"T3: Phragmites killed by spraying, most standing dead is Phragmites. T1: transect alongside inlet. Also has Phragmites.  All Phragmites invasive.",315,499.6435506,0,0,0,0,747633.7255,4860603.25,0,0,0,3
"2390",2389,523,3,"6/5/2012","CMU",2012,8,"Good",15,"V","Cly/Slt",5,91,9,25,100,"percent_cover",0,0,0,3,0,0,0,3,"BENCHMARK:Nayanguing Point Wildlife Area Wetland #3","Bay","C. Webster, C. Gurholt","C. Webster, C. Gurholt",1,0,209,20,24,50,"T3: Phragmites killed by spraying, most standing dead is Phragmites. T1: transect alongside inlet. Also has Phragmites.  All Phragmites invasive.",315,469.8952707,5126.997559,867.2680054,28201.19922,4729.240234,747623.1607,4860570.702,0,0.03,0,3
"2391",2390,523,3,"6/5/2012","CMU",2012,9,"Good",30,"V","Cly/Slt",5,50,50,20,100,"percent_cover",0,0,0,40,0,0,0,40,"BENCHMARK:Nayanguing Point Wildlife Area Wetland #3","Bay","C. Webster, C. Gurholt","C. Webster, C. Gurholt",1,0,209,20,24,50,"T3: Phragmites killed by spraying, most standing dead is Phragmites. T1: transect alongside inlet. Also has Phragmites.  All Phragmites invasive.",315,468.9013228,5126.997559,867.2680054,28201.19922,4729.240234,747623.9877,4860568.253,0,0.4,0,3
"2392",2391,523,3,"6/5/2012","CMU",2012,10,"Good",35,"V","Cly/Slt",15,24,76,5,70,"percent_cover",0,0,0,35,0,0,0,35,"BENCHMARK:Nayanguing Point Wildlife Area Wetland #3","Bay","C. Webster, C. Gurholt","C. Webster, C. Gurholt",1,0,209,20,24,50,"T3: Phragmites killed by spraying, most standing dead is Phragmites. T1: transect alongside inlet. Also has Phragmites.  All Phragmites invasive.",315,465.029114,5126.997559,867.2680054,28201.19922,4729.240234,747621.8985,4860564.753,0,0.35,0,3
"2393",2392,523,3,"6/7/2017","CMU",2017,3,"Good",30,"NV","Or/Sa",40,10,90,4,100,"percent_cover",0,20,0,0,0,0,0,0,"BENCHMARK:Nayanguing Point Wildlife Area Wetland #3","Bay","A. Kneisel","J. Dybiec",1,0,40,24,287,114,"Large quantities of Typha rack in first wet meadow waypoints of T1 and T2.  Large mat of Chara sp. at waypoint 597. Transect 2: wet meadow and submergent = narrow sampled.",315,755.3336828,0,0,0,0,747719.9165,4860867.269,0,0,0,3
"2394",2393,523,3,"6/7/2017","CMU",2017,4,"Good",35,"NV","Or/Sa",25,70,30,10,100,"percent_cover",0,5,0,0,0,0,0,0,"BENCHMARK:Nayanguing Point Wildlife Area Wetland #3","Bay","A. Kneisel","J. Dybiec",1,0,40,24,287,114,"Large quantities of Typha rack in first wet meadow waypoints of T1 and T2.  Large mat of Chara sp. at waypoint 597. Transect 2: wet meadow and submergent = narrow sampled.",315,751.9587537,0,0,0,0,747714.7813,4860866.855,0,0,0,3
"2395",2394,523,3,"6/7/2017","CMU",2017,5,"Good",40,"NV","Or/Sa",10,45,55,3,100,"percent_cover",0,15,0,0,15,0,0,15,"BENCHMARK:Nayanguing Point Wildlife Area Wetland #3","Bay","A. Kneisel","J. Dybiec",1,0,40,24,287,114,"Large quantities of Typha rack in first wet meadow waypoints of T1 and T2.  Large mat of Chara sp. at waypoint 597. Transect 2: wet meadow and submergent = narrow sampled.",315,748.4341666,0,0,0,0,747713.2941,4860863.574,0,0.15,0,3
"2396",2395,523,3,"6/7/2017","CMU",2017,6,"Good",80,"NV","Or/Sa",40,65,35,15,90,"percent_cover",0,0,0,0,30,0,0,30,"BENCHMARK:Nayanguing Point Wildlife Area Wetland #3","Bay","A. Kneisel","J. Dybiec",1,0,40,24,287,114,"Large quantities of Typha rack in first wet meadow waypoints of T1 and T2.  Large mat of Chara sp. at waypoint 597. Transect 2: wet meadow and submergent = narrow sampled.",315,716.6088338,0,0,0,0,747692.2197,4860839.541,0,0.3,0,3
"2397",2396,523,3,"6/7/2017","CMU",2017,7,"Good",85,"NV","Or/Sa",70,0,100,1,100,"percent_cover",6,0,0,0,35,0,0,35,"BENCHMARK:Nayanguing Point Wildlife Area Wetland #3","Bay","A. Kneisel","J. Dybiec",1,0,40,24,287,114,"Large quantities of Typha rack in first wet meadow waypoints of T1 and T2.  Large mat of Chara sp. at waypoint 597. Transect 2: wet meadow and submergent = narrow sampled.",315,658.5561669,280.6409912,23.6079006,1748.930054,224.6600037,747651.4623,4860797.312,0.06,0.35,1,3
"2398",2397,523,3,"6/7/2017","CMU",2017,8,"Good",90,"NV","Or/Cl",60,5,95,25,80,"percent_cover",46,0,0,60,0,0,0,60,"BENCHMARK:Nayanguing Point Wildlife Area Wetland #3","Bay","A. Kneisel","J. Dybiec",1,0,40,24,287,114,"Large quantities of Typha rack in first wet meadow waypoints of T1 and T2.  Large mat of Chara sp. at waypoint 597. Transect 2: wet meadow and submergent = narrow sampled.",315,603.4455396,271.2182617,23.1655998,1718.699951,224.7910004,747610.8212,4860758.424,0.46,0.6,1,3
"2399",2398,523,3,"6/7/2017","CMU",2017,9,"Good",110,"NV","Sand",25,50,50,1,20,"percent_cover",0,0,0,0,15,0,0,15,"BENCHMARK:Nayanguing Point Wildlife Area Wetland #3","Bay","A. Kneisel","J. Dybiec",1,0,40,24,287,114,"Large quantities of Typha rack in first wet meadow waypoints of T1 and T2.  Large mat of Chara sp. at waypoint 597. Transect 2: wet meadow and submergent = narrow sampled.",315,544.7009708,289.2180176,21.5128994,1741.979981,198.2539978,747569.7786,4860715.184,0,0.15,0,3
"2400",2399,523,3,"7/1/2011","OSU",2011,1,"Excellent",0,"Dry","Sand",0.5,23.5,76.5,3,90,"percent_cover",0,0,0,0.5,0,0,0,0.5,"BENCHMARK:Nayanguing Point Wildlife Area Wetland #3","Bay","T. Lemein","C. Webster",1,0,81,13,475,26,"Transect 1: Meadow zone taken perpendicular to bearing.,",315,1365.553563,22274.69922,3914.889893,122563,26607.90039,747739.4512,4861542.808,0,0.005,0,3
"2401",2400,523,3,"7/1/2011","OSU",2011,6,"Excellent",15,"V","Sand",0,86,14,1,10,"percent_cover",0,1,0,0,0,0,0,0,"BENCHMARK:Nayanguing Point Wildlife Area Wetland #3","Bay","T. Lemein","C. Webster",1,0,81,13,475,26,"Transect 1: Meadow zone taken perpendicular to bearing.,",315,1431.494429,23031.61719,3811.409912,126538,26183,747858.9977,4861565.29,0,0,0,3
"2402",2401,523,3,"7/11/2018","CMU",2018,6,"Excellent",70,"NV","Or/Sa",56,5,95,3,100,"percent_cover",0,0,0,0,65,0,0,65,"BENCHMARK:Nayanguing Point Wildlife Area Wetland #3","Bay","A. Kneisel, J. Micheaux","M. Kendziorski, T. Bourassa",1,0,213,0,472,185,"T1: Some Sparganium sp, Nymphaea sp, Lythrum salicaria, Salix exigua and algae mats near shore but not in sampling points. No wet meadow. SAV too deep to sample T2: Typha angustifolia in square patches in mainly dominant bullrush emergent zone, SAV too d",315,873.4755594,279.6227417,25.7703991,1656.979981,224.5579987,747689.4244,4861026.631,0,0.65,0,3
"2403",2402,523,3,"7/11/2018","CMU",2018,8,"Excellent",85,"NV","Cly/Slt",17,50,50,15,100,"percent_cover",0,0,0,0,0.5,0,0,0.5,"BENCHMARK:Nayanguing Point Wildlife Area Wetland #3","Bay","A. Kneisel, J. Micheaux","M. Kendziorski, T. Bourassa",1,0,213,0,472,185,"T1: Some Sparganium sp, Nymphaea sp, Lythrum salicaria, Salix exigua and algae mats near shore but not in sampling points. No wet meadow. SAV too deep to sample T2: Typha angustifolia in square patches in mainly dominant bullrush emergent zone, SAV too d",315,715.9921296,296.0485229,26.4773006,1782.27002,232.7480011,747600.8874,4860895.307,0,0.005,0,3
"2404",2403,523,3,"7/2/2020","CMU",2020,6,"Confirmed",140,"V","Sand",8,58,42,0,40,"percent_cover",0,0,0,10,0,0,0,10,"BENCHMARK:Nayanguing Point Wildlife Area Wetland #3","Bay","M. Sand","M. Kendziorski",1,0,184,0,180,18,"T.2: Several muskrat lodges, oily sheen present on water's surface, T.3: Emergent zone broken up by 80m of submergent vegetation at start of transect, began sampling from past this area, submergent zone difficult to reach with rake, most percentages base",315,465.0332473,5129.971191,870.0839844,28103.30078,4683.609863,747682.3482,4860476.353,0,0.1,0,3
"2405",2404,524,1,"7/8/2020","CMU",2020,9,"Confirmed",118,"NV","Or/Cl",38,0,100,0.5,100,"percent_cover",0,0,0,40,0,0,0,40,"Saginaw Bay River","Bay","M. Sand","M. Kendziorski",1,0,348,0,295,180,"T.1: Some meadow plants on edge of dike, open zone of submergent plants before emergent zone starts on shore side, T.2: pt. 038 - large dead tree in quadrat, 039 - fraxinus sp. over quadrat, T.3: Goose/swan eggs floating in emergent edge",237,10722.8484,0,0,0,0,748748.147,4823743.07,0,0.4,0,5
"2406",2405,524,2,"7/6/2020","CMU",2020,12,"Confirmed",98,"NV","Cly/Slt",28,0,100,0,85,"percent_cover",0,0.5,0,0,0,0,0,0,"Saginaw Bay River","Bay","M. Sand","M. Kendziorski",1,0,115,0,13,75,"T.1: Some meadow plants on edge of dike, open zone of submergent plants before emergent zone starts on shore side, T.2: pt. 038 - large dead tree in quadrat, 039 - fraxinus sp. over quadrat, T.3: Goose/swan eggs floating in emergent edge",237,4406.456585,0,0,0,0,750015.595,4830127.425,0,0,0,5
"2407",2406,524,3,"7/6/2020","CMU",2020,6,"Confirmed",73,"NV","Cly/Slt",22,32,68,75,100,"percent_cover",2,20,0,0,0,0,0,0,"Saginaw Bay River","Bay","M. Sand","M. Kendziorski",1,0,58,0,171,26,"T.1: Some meadow plants on edge of dike, open zone of submergent plants before emergent zone starts on shore side, T.2: pt. 038 - large dead tree in quadrat, 039 - fraxinus sp. over quadrat, T.3: Goose/swan eggs floating in emergent edge",137,1150.46822,0,0,0,0,754320.0192,4835656.019,0.02,0,1,3
"2408",2407,524,3,"7/6/2020","CMU",2020,7,"Confirmed",82,"NV","Cly/Slt",10,19,81,35,100,"percent_cover",0,80,0,0,0,0,0,0,"Saginaw Bay River","Bay","M. Sand","M. Kendziorski",1,0,58,0,171,26,"T.1: Some meadow plants on edge of dike, open zone of submergent plants before emergent zone starts on shore side, T.2: pt. 038 - large dead tree in quadrat, 039 - fraxinus sp. over quadrat, T.3: Goose/swan eggs floating in emergent edge",137,1157.301236,0,0,0,0,754350.587,4835657.403,0,0,0,3
"2409",2408,524,3,"7/6/2020","CMU",2020,8,"Confirmed",85,"NV","Cly/Slt",15,0,100,25,100,"percent_cover",0,85,0,0,0,0,0,0,"Saginaw Bay River","Bay","M. Sand","M. Kendziorski",1,0,58,0,171,26,"T.1: Some meadow plants on edge of dike, open zone of submergent plants before emergent zone starts on shore side, T.2: pt. 038 - large dead tree in quadrat, 039 - fraxinus sp. over quadrat, T.3: Goose/swan eggs floating in emergent edge",137,1150.690714,0,0,0,0,754373.5698,4835671.291,0,0,0,3
"2410",2409,524,3,"7/6/2020","CMU",2020,9,"Confirmed",111,"NV","Cly/Slt",20,0,100,0,100,"percent_cover",40,12,0,0,0,0,0,0,"Saginaw Bay River","Bay","M. Sand","M. Kendziorski",1,0,58,0,171,26,"T.1: Some meadow plants on edge of dike, open zone of submergent plants before emergent zone starts on shore side, T.2: pt. 038 - large dead tree in quadrat, 039 - fraxinus sp. over quadrat, T.3: Goose/swan eggs floating in emergent edge",137,1154.760702,0,0,0,0,754403.0938,4835676.751,0.4,0,1,3
"2411",2410,535,2,"7/17/2013","OSU",2013,7,"Excellent",0,"Dry","Sand",0.5,67,33,40,15,"percent_cover",0,0,2,0,0,0,0,0,"Squaw Bay Wetland #1","Alpena","S. Fraser","I. St Charles",1,0,86,15,550,529,"T1: many dead snails on shore (large coil-shelled snails), transect west of highway, with submergent sampled in roadside ditch; transect done by C. Erickson and E. Tuttle.; T2 and T3: transects both begin east of highway and extend into open bay, with no",40,7071.804186,8042.043945,1717.449951,40910.10156,12058.5,778920.5894,4988989.343,0,0,0,5
"2412",2411,536,2,"7/11/2011","OSU",2011,10,"Excellent",10,"V","Sand",13,90,10,2,1,"percent_cover",0,5,0,0,0,0,0,0,"Squaw Bay Area Wetland #2","Alpena","T. Lemein","C. Webster",1,0,210,342,9,41,"Transect 1: Detritus in meadow zone is due to rotten algal cover., Transect 2: Starting waypoint moved about 30m away from suggested start in order to not sample a firepit and discarded waste., T2 Emergent zone taken perpendicular to bearing because zone",40,6106.029246,13434.75,3052.379883,65232.60156,15466.5,779935.0326,4989710.165,0,0,0,5
"2413",2412,536,3,"7/11/2011","OSU",2011,2,"Excellent",14,"V","Sand",0,82,18,2,100,"percent_cover",0,0,0,3,0,0,0,3,"Squaw Bay Area Wetland #2","Alpena","T. Lemein","C. Webster",1,0,200,300,5,24,"Transect 1: Detritus in meadow zone is due to rotten algal cover., Transect 2: Starting waypoint moved about 30m away from suggested start in order to not sample a firepit and discarded waste., T2 Emergent zone taken perpendicular to bearing because zone",40,5938.881049,6808.533203,1536.969971,32597.80078,6950.600098,780681.5466,4989767.021,0,0.03,0,5
"2414",2413,536,3,"7/26/2021","CMU",2021,9,"Confirmed",99,"V","Sand",39,83,17,0,50,"percent_cover",0,0,0,17,0,0,0,17,"Squaw Bay Area Wetland #2","Alpena","O. Anderson","J. Kennedy",1,0,153,68,440,30,"Transect 1: Submergent zone essentially non-existent. Frogbit is present near sampling point 7. GPS error, lost point 15 and end point. Created endpoint in lab based on lengths. , Transect 2: Submergent zone essentially non-existent. , Transect 3: GPS wa",40,6021.601882,12543.02734,2957.229981,61143.39844,15539,780836.2892,4989672.438,0,0.17,0,5
"2415",2414,537,1,"6/29/2012","CMU",2012,2,"Excellent",0,"Dry","Sand",0,90,10,1,2,"percent_cover",0,4,0,0,0,0,0,0,"South Alpena Area Wetland","Alpena","C. Webster, C. Gurholt","C. Webster, C. Gurholt",1,0,150,144,0,50,"T3, T1: no emergent; documented no emergent zone by placing 5 quadrats perpendicular to transect. T2: emergent zone parallel to shore.",40,2970.505011,17922.72266,3779.199951,84146.70313,15573.40039,779608.3335,4993179.384,0,0,0,2
"2416",2415,537,1,"6/29/2012","CMU",2012,5,"Excellent",0,"Dry","Sand",0,89,11,2,50,"percent_cover",0,4,0,0,0,0,0,0,"South Alpena Area Wetland","Alpena","C. Webster, C. Gurholt","C. Webster, C. Gurholt",1,0,150,144,0,50,"T3, T1: no emergent; documented no emergent zone by placing 5 quadrats perpendicular to transect. T2: emergent zone parallel to shore.",40,2984.045447,19184.65625,4093.719971,90495.39844,17666.40039,779667.7112,4993126.716,0,0,0,2
"2417",2416,537,1,"6/29/2012","CMU",2012,8,"Excellent",25,"V","Sand",0,96,4,0,0,"percent_cover",0,4,0,0,0,0,0,0,"South Alpena Area Wetland","Alpena","C. Webster, C. Gurholt","C. Webster, C. Gurholt",1,0,150,144,0,50,"T3, T1: no emergent; documented no emergent zone by placing 5 quadrats perpendicular to transect. T2: emergent zone parallel to shore.",40,2997.401587,19184.65625,4093.719971,90495.39844,17666.40039,779672.6314,4993108.208,0,0,0,2
"2418",2417,537,1,"6/29/2012","CMU",2012,9,"Excellent",35,"V","Sand",0,99,1,0,0,"percent_cover",0,1,0,0,0,0,0,0,"South Alpena Area Wetland","Alpena","C. Webster, C. Gurholt","C. Webster, C. Gurholt",1,0,150,144,0,50,"T3, T1: no emergent; documented no emergent zone by placing 5 quadrats perpendicular to transect. T2: emergent zone parallel to shore.",40,2992.097444,19184.65625,4093.719971,90495.39844,17666.40039,779676.8082,4993111.899,0,0,0,2
"2419",2418,537,2,"6/29/2012","CMU",2012,9,"Excellent",10,"V","Sand",0,95,5,1,5,"percent_cover",0,4,0,0,0,0,0,0,"South Alpena Area Wetland","Alpena","C. Webster, C. Gurholt","C. Webster, C. Gurholt",1,0,126,202,8,50,"T3, T1: no emergent; documented no emergent zone by placing 5 quadrats perpendicular to transect. T2: emergent zone parallel to shore.",40,4014.232782,16935.65625,3953.840088,80909.89844,20792.59961,779510.3011,4992044.784,0,0,0,2
"2420",2419,537,2,"6/29/2012","CMU",2012,10,"Excellent",10,"V","Sand",0,92,8,0,5,"percent_cover",0,3,0,0,0,0,0,0,"South Alpena Area Wetland","Alpena","C. Webster, C. Gurholt","C. Webster, C. Gurholt",1,0,126,202,8,50,"T3, T1: no emergent; documented no emergent zone by placing 5 quadrats perpendicular to transect. T2: emergent zone parallel to shore.",40,4021.756569,16875.28711,3951.51001,80582,20762.09961,779506.6006,4992038.203,0,0,0,2
"2421",2420,537,2,"7/27/2017","CMU",2017,2,"Excellent",22,"V","Sand",17,47,53,1,40,"percent_cover",0,1,0,0,0,0,0,0,"South Alpena Area Wetland","Alpena","A. Kneisel","J. Micheaux",1,0,148,80,107,6,"T.2. submergent narrow sampled, T.3. all zones narrow sampled, Unk. sterile meadow #1 is another Carex sp.",40,4002.269597,58.41450119,1.55475,317.7219849,17.8889999,779357.3463,4992133.454,0,0,0,2
"2422",2421,537,2,"7/27/2017","CMU",2017,4,"Excellent",75,"V","Sand",15,59,41,1,100,"percent_cover",0,0,0,2,0,0,0,2,"South Alpena Area Wetland","Alpena","A. Kneisel","J. Micheaux",1,0,148,80,107,6,"T.2. submergent narrow sampled, T.3. all zones narrow sampled, Unk. sterile meadow #1 is another Carex sp.",40,4009.8437,58.41450119,1.55475,317.7219849,17.8889999,779382.9234,4992111.759,0,0.02,0,2
"2423",2422,537,2,"7/27/2017","CMU",2017,5,"Excellent",65,"V","Sand",25,49,51,1,95,"percent_cover",0,0,0,0,5,0,0,5,"South Alpena Area Wetland","Alpena","A. Kneisel","J. Micheaux",1,0,148,80,107,6,"T.2. submergent narrow sampled, T.3. all zones narrow sampled, Unk. sterile meadow #1 is another Carex sp.",40,4013.74131,58.41450119,1.55475,317.7219849,17.8889999,779396.1968,4992100.654,0,0.05,0,2
"2424",2423,537,2,"7/27/2017","CMU",2017,6,"Excellent",35,"V","Sand",65,34,66,25,90,"percent_cover",0,0,0,0,45,0,0,45,"South Alpena Area Wetland","Alpena","A. Kneisel","J. Micheaux",1,0,148,80,107,6,"T.2. submergent narrow sampled, T.3. all zones narrow sampled, Unk. sterile meadow #1 is another Carex sp.",40,4019.741609,63.04899979,1.91947,345.5599976,20.594101,779405.6987,4992089.162,0,0.45,0,2
"2425",2424,537,3,"6/29/2012","CMU",2012,2,"Excellent",0,"Dry","Sand",0,86,14,1,20,"percent_cover",0,2,0,0,0,0,0,0,"South Alpena Area Wetland","Alpena","C. Webster, C. Gurholt","C. Webster, C. Gurholt",1,0,93,103,0,50,"T3, T1: no emergent; documented no emergent zone by placing 5 quadrats perpendicular to transect. T2: emergent zone parallel to shore.",40,4473.857241,12920.25781,2967.719971,63361,17859.30078,779357.5704,4991608.87,0,0,0,2
"2426",2425,537,3,"6/29/2012","CMU",2012,5,"Excellent",0,"Dry","Sand",0,86,14,1,15,"percent_cover",0,1,0,0,0,0,0,0,"South Alpena Area Wetland","Alpena","C. Webster, C. Gurholt","C. Webster, C. Gurholt",1,0,93,103,0,50,"T3, T1: no emergent; documented no emergent zone by placing 5 quadrats perpendicular to transect. T2: emergent zone parallel to shore.",40,4449.676109,13348.22168,3024.169922,65403.10156,18168.80078,779411.7092,4991611.188,0,0,0,2
"2427",2426,537,3,"7/27/2017","CMU",2017,6,"Excellent",70,"V","Sand",25,53,47,1,60,"percent_cover",0,0,0,0,5,0,0,5,"South Alpena Area Wetland","Alpena","A. Kneisel","J. Micheaux",1,0,86,8,8,6,"T.2. submergent narrow sampled, T.3. all zones narrow sampled, Unk. sterile meadow #1 is another Carex sp.",40,4612.304539,128.4555054,8.2739296,690.1719971,86.8815994,779189.2479,4991534.856,0,0.05,0,2
"2428",2427,537,3,"7/27/2017","CMU",2017,7,"Excellent",75,"V","Sand",20,69,31,1,85,"percent_cover",0,0,0,0,15,0,0,15,"South Alpena Area Wetland","Alpena","A. Kneisel","J. Micheaux",1,0,86,8,8,6,"T.2. submergent narrow sampled, T.3. all zones narrow sampled, Unk. sterile meadow #1 is another Carex sp.",40,4616.148215,128.4555054,8.2739296,690.1719971,86.8815994,779190.0038,4991530.214,0,0.15,0,2
"2429",2428,537,3,"7/27/2017","CMU",2017,8,"Excellent",85,"V","Sand",10,66,34,1,85,"percent_cover",0,0,0,0,10,0,0,10,"South Alpena Area Wetland","Alpena","A. Kneisel","J. Micheaux",1,0,86,8,8,6,"T.2. submergent narrow sampled, T.3. all zones narrow sampled, Unk. sterile meadow #1 is another Carex sp.",40,4618.977986,128.4555054,8.2739296,690.1719971,86.8815994,779190.7898,4991526.687,0,0.1,0,2
"2430",2429,537,3,"7/27/2017","CMU",2017,9,"Excellent",82,"V","Sand",33,61,39,2,90,"percent_cover",0,0,0,0,10,0,0,10,"South Alpena Area Wetland","Alpena","A. Kneisel","J. Micheaux",1,0,86,8,8,6,"T.2. submergent narrow sampled, T.3. all zones narrow sampled, Unk. sterile meadow #1 is another Carex sp.",40,4622.995095,128.4555054,8.2739296,690.1719971,86.8815994,779193.0864,4991521.111,0,0.1,0,2
"2431",2430,537,3,"7/27/2017","CMU",2017,10,"Excellent",85,"V","Sand",32,48,52,15,90,"percent_cover",0,0,0,0,50,0,0,50,"South Alpena Area Wetland","Alpena","A. Kneisel","J. Micheaux",1,0,86,8,8,6,"T.2. submergent narrow sampled, T.3. all zones narrow sampled, Unk. sterile meadow #1 is another Carex sp.",40,4627.179726,128.4555054,8.2739296,690.1719971,86.8815994,779194.8266,4991515.623,0,0.5,0,2
"2432",2431,537,3,"7/27/2017","CMU",2017,13,"Excellent",110,"V","Sand",125,66,34,5,30,"percent_cover",0,0,0,0,2,0,0,2,"South Alpena Area Wetland","Alpena","A. Kneisel","J. Micheaux",1,0,86,8,8,6,"T.2. submergent narrow sampled, T.3. all zones narrow sampled, Unk. sterile meadow #1 is another Carex sp.",40,4614.736887,128.4555054,8.2739296,690.1719971,86.8815994,779194.4498,4991529.63,0,0.02,0,2
"2433",2432,539,2,"7/20/2020","CMU",2020,9,"Confirmed",50,"V","Sand",3,74,26,1,100,"percent_cover",0,15,0,0,0,0,0,0,"Whitefish Bay Area Wetland","Alpena","M. Sand","M. Kenziorski",1,0,260,99,281,30,"T.1: Transect backs up to roadside, moved to show full emergent zone, T.2: Emergent zone is broken up patches of Schoenoplectus, Phragmites, and Eleocharis.  Organic in emergent due to flooded out moss and dead plant material., T.3: pt. 3 - Overhanging S",301,5138.313126,314.9404907,40.1992989,1685.150024,259.6919861,786064.9045,4997562.787,0,0,0,2
"2434",2433,539,2,"7/20/2020","CMU",2020,10,"Confirmed",85,"V","Sand",2,95,5,0,100,"percent_cover",0,4,0,0,0,0,0,0,"Whitefish Bay Area Wetland","Alpena","M. Sand","M. Kenziorski",1,0,260,99,281,30,"T.1: Transect backs up to roadside, moved to show full emergent zone, T.2: Emergent zone is broken up patches of Schoenoplectus, Phragmites, and Eleocharis.  Organic in emergent due to flooded out moss and dead plant material., T.3: pt. 3 - Overhanging S",301,5092.824245,469.7847595,38.325901,2487.580078,254.9259949,786024.4737,4997541.044,0,0,0,2
"2435",2434,547,3,"7/21/2020","CMU",2020,5,"Confirmed",35,"V","Pb/Cb/Bld",14,54,46,1,100,"percent_cover",0,0,0,0,0,1,0,1,"Misery Bay Area Wetland #2","Alpena","M. Sand","M. Kendziorski",1,0,141,54,238,0," ",301,10113.3651,7521.583984,1798.26001,34369.30078,6656.259766,790620.6017,4999578.469,0,0.01,0,4
"2436",2435,548,1,"7/27/2021","CMU",2021,6,"Confirmed",44,"V","Sand",0,95,5,0,45,"percent_cover",0,0,5,0,0,0,0,0,"Crooked Island Wetland","Alpena","M. Sand","K. Town",1,0,258,56,100,30,"Transect 1: Sampling point 5- standing dead is large Juniperus communis overhanging the quadrat; not technically in the square., Transect 2: No submergent zone, Transect 3: No submergent zone; only sparse Chara.",301,10195.72514,916.3604736,53.0407982,5132.379883,291.3259888,791409.636,4996762.196,0,0,0,4
"2437",2436,548,1,"7/27/2021","CMU",2021,8,"Confirmed",45,"V","Sand",0,100,0,0,30,"percent_cover",0,0,0.5,0,0,0,0,0,"Crooked Island Wetland","Alpena","M. Sand","K. Town",1,0,258,56,100,30,"Transect 1: Sampling point 5- standing dead is large Juniperus communis overhanging the quadrat; not technically in the square., Transect 2: No submergent zone, Transect 3: No submergent zone; only sparse Chara.",301,10166.28711,916.3604736,53.0407982,5132.379883,291.3259888,791381.3713,4996748.879,0,0,0,4
"2438",2437,548,1,"7/27/2021","CMU",2021,9,"Confirmed",33,"V","Sand",0,70,30,0,50,"percent_cover",0,30,0,0,0,0,0,0,"Crooked Island Wetland","Alpena","M. Sand","K. Town",1,0,258,56,100,30,"Transect 1: Sampling point 5- standing dead is large Juniperus communis overhanging the quadrat; not technically in the square., Transect 2: No submergent zone, Transect 3: No submergent zone; only sparse Chara.",301,10150.40428,916.3604736,53.0407982,5132.379883,291.3259888,791366.0479,4996742.388,0,0,0,4
"2439",2438,548,1,"7/27/2021","CMU",2021,10,"Confirmed",0,"Dry","Sand",0,41,59,1,40,"percent_cover",0,50,0,0,0,0,0,0,"Crooked Island Wetland","Alpena","M. Sand","K. Town",1,0,258,56,100,30,"Transect 1: Sampling point 5- standing dead is large Juniperus communis overhanging the quadrat; not technically in the square., Transect 2: No submergent zone, Transect 3: No submergent zone; only sparse Chara.",301,10134.76766,916.3604736,53.0407982,5132.379883,291.3259888,791351.1004,4996734.579,0,0,0,4
"2440",2439,548,1,"7/6/2016","CMU",2016,8,"Excellent",19,"V","Sand",20,30,70,3,90,"percent_cover",0,0,12,0,0,0,0,0,"Crooked Island Wetland","Alpena","W. vanWijnen","T. Grossmann",1,0,249,46,218,26,"T2: 100 sq meters of phrag to side of transect, submergent perpendicular, too deep to walk., T3: Submergent perpendicular.",301,10124.26081,916.3604736,53.0407982,5132.379883,291.3259888,791340.2308,4996737.644,0,0,0,4
